datetime,station_name,state,city,station_latitude,station_longitude,pm2_5,pm10,no2,so2,has_ground_truth
2025-07-20 20:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,72.9,116.6,8.2,-1.0,True
2025-07-20 23:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,47.6,76.2,36.4,13.5,True
2025-07-21 02:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,46.6,74.5,9.0,15.0,True
2025-07-21 05:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,31.1,49.7,21.3,11.2,True
2025-07-21 08:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,62.1,99.3,10.8,14.8,True
2025-07-21 11:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,37.8,60.5,13.9,5.3,True
2025-07-21 14:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,66.1,105.7,-3.1,6.9,True
2025-07-21 17:32:44.318710,Mumbai-Bandra,Maharashtra,Mumbai,19.1,72.8,73.4,117.4,8.0,10.7,True
2025-07-18 17:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,49.4,79.0,19.8,3.3,True
2025-07-18 20:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,85.0,136.0,18.3,13.7,True
2025-07-18 23:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,66.1,105.8,33.4,13.9,True
2025-07-19 02:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,62.9,100.6,22.4,9.4,True
2025-07-19 05:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,50.4,80.7,14.5,7.8,True
2025-07-19 08:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,72.6,116.1,19.5,10.3,True
2025-07-19 11:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,37.6,60.1,15.0,11.1,True
2025-07-19 14:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,43.9,70.2,20.7,6.0,True
2025-07-19 17:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,32.0,51.2,19.1,10.4,True
2025-07-19 20:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,81.8,130.9,21.2,1.5,True
2025-07-19 23:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,70.3,112.4,38.6,6.8,True
2025-07-20 02:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,53.7,85.8,17.1,6.5,True
2025-07-20 05:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,31.2,50.0,37.0,4.4,True
2025-07-20 08:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,81.2,130.0,24.6,10.7,True
2025-07-20 11:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,23.3,37.2,12.3,9.0,True
2025-07-20 14:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,22.2,35.5,-8.8,1.7,True
2025-07-20 17:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,41.6,66.6,8.7,10.0,True
2025-07-20 20:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,52.3,83.6,21.4,11.6,True
2025-07-20 23:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,50.7,81.1,4.7,6.1,True
2025-07-21 02:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,54.8,87.7,27.2,8.0,True
2025-07-21 05:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,67.1,107.3,8.4,8.4,True
2025-07-21 08:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,87.6,140.2,19.3,5.5,True
2025-07-21 11:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,37.0,59.2,19.0,10.3,True
2025-07-21 14:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,33.6,53.7,21.0,3.0,True
2025-07-21 17:32:44.318710,Kolkata-Ballygunge,West Bengal,Kolkata,22.5,88.4,46.3,74.0,30.7,10.9,True
2025-07-18 17:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,51.0,81.6,27.8,12.2,True
2025-07-18 20:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,88.4,141.4,21.2,2.3,True
2025-07-18 23:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,54.9,87.8,26.2,8.4,True
2025-07-19 02:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,39.1,62.5,30.3,11.7,True
2025-07-19 05:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,40.5,64.8,30.4,10.9,True
2025-07-19 08:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,77.4,123.9,16.6,8.7,True
2025-07-19 11:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,44.4,71.0,29.0,11.0,True
2025-07-19 14:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,30.2,48.4,13.4,3.2,True
2025-07-19 17:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,55.5,88.9,9.0,3.1,True
2025-07-19 20:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,86.1,137.8,29.1,17.4,True
2025-07-19 23:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,38.3,61.2,19.1,8.6,True
2025-07-20 02:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,37.2,59.5,23.1,13.2,True
2025-07-20 05:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,27.9,44.7,11.5,6.9,True
2025-07-20 08:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,83.8,134.0,-1.2,9.7,True
2025-07-20 11:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,59.0,94.4,11.8,-0.5,True
2025-07-20 14:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,26.0,41.6,16.6,9.1,True
2025-07-20 17:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,62.8,100.4,19.5,9.8,True
2025-07-20 20:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,72.1,115.4,33.6,4.5,True
2025-07-20 23:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,72.9,116.6,17.9,8.5,True
2025-07-21 02:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,40.7,65.2,9.4,11.3,True
2025-07-21 05:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,50.4,80.7,14.9,14.0,True
2025-07-21 08:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,75.4,120.7,7.0,-0.9,True
2025-07-21 11:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,49.5,79.2,3.6,5.5,True
2025-07-21 14:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,45.8,73.3,39.4,8.9,True
2025-07-21 17:32:44.318710,Chennai-Manali,Tamil Nadu,Chennai,13.1,80.3,72.5,116.1,-6.2,1.6,True
2025-07-18 17:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,26.4,42.2,21.3,12.1,True
2025-07-18 20:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,95.9,153.4,30.4,8.8,True
2025-07-18 23:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,42.9,68.7,17.3,1.5,True
2025-07-19 02:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,66.3,106.1,11.3,10.2,True
2025-07-19 05:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,28.4,45.5,12.7,0.0,True
2025-07-19 08:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,63.2,101.1,24.5,5.1,True
2025-07-19 11:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,46.8,74.9,20.9,1.6,True
2025-07-19 14:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,23.1,36.9,28.4,8.8,True
2025-07-19 17:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,49.3,78.8,10.2,1.6,True
2025-07-19 20:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,76.9,123.0,14.7,5.9,True
2025-07-19 23:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,49.2,78.7,13.1,13.5,True
2025-07-20 02:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,59.6,95.3,13.6,6.1,True
2025-07-20 05:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,54.1,86.6,21.7,4.0,True
2025-07-20 08:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,65.9,105.5,32.2,11.9,True
2025-07-20 11:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,50.4,80.6,8.1,16.4,True
2025-07-20 14:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,39.7,63.5,25.7,10.4,True
2025-07-20 17:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,47.0,75.1,15.4,11.5,True
2025-07-20 20:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,92.5,148.0,3.0,8.1,True
2025-07-20 23:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,27.9,44.7,24.1,1.7,True
2025-07-21 02:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,49.2,78.6,31.5,-2.0,True
2025-07-21 05:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,83.3,133.3,9.3,11.4,True
2025-07-21 08:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,69.4,111.0,-11.2,11.2,True
2025-07-21 11:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,66.0,105.6,22.0,6.9,True
2025-07-21 14:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,27.6,44.2,18.8,7.7,True
2025-07-21 17:32:44.318710,Bangalore-BTM Layout,Karnataka,Bangalore,12.9,77.6,61.0,97.6,34.4,19.8,True
2025-07-18 17:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,62.6,100.2,11.6,4.4,True
2025-07-18 20:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,65.2,104.3,0.1,8.3,True
2025-07-18 23:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,57.2,91.5,18.8,7.2,True
2025-07-19 02:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,60.3,96.4,35.5,11.4,True
2025-07-19 05:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,36.7,58.7,3.9,13.6,True
2025-07-19 08:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,76.9,123.0,10.7,3.4,True
2025-07-19 11:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,27.4,43.8,-4.8,10.4,True
2025-07-19 14:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,58.9,94.2,31.0,15.0,True
2025-07-19 17:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,40.9,65.5,33.7,4.2,True
2025-07-19 20:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,71.2,113.9,29.0,4.2,True
2025-07-19 23:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,67.5,108.0,48.1,10.0,True
2025-07-20 02:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,50.2,80.4,9.7,12.8,True
2025-07-20 05:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,34.5,55.3,19.3,6.9,True
2025-07-20 08:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,83.4,133.4,28.2,11.0,True
2025-07-20 11:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,32.0,51.3,12.3,0.6,True
2025-07-20 14:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,42.1,67.4,19.6,10.4,True
2025-07-20 17:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,49.0,78.3,11.2,12.2,True
2025-07-20 20:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,90.9,145.4,9.6,4.0,True
2025-07-20 23:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,63.1,101.0,15.2,8.1,True
2025-07-21 02:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,50.8,81.2,23.1,0.2,True
2025-07-21 05:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,41.9,67.1,35.5,4.4,True
2025-07-21 08:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,74.0,118.4,4.1,6.5,True
2025-07-21 11:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,43.2,69.1,17.5,6.7,True
2025-07-21 14:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,34.0,54.4,14.5,7.0,True
2025-07-21 17:32:44.318710,Hyderabad-Jubilee Hills,Telangana,Hyderabad,17.4,78.5,51.6,82.5,8.5,10.1,True
2025-07-18 17:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,65.8,105.4,23.0,8.6,True
2025-07-18 20:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,55.1,88.1,12.3,14.0,True
2025-07-18 23:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,31.1,49.7,14.9,8.2,True
2025-07-19 02:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,72.8,116.5,23.6,1.1,True
2025-07-19 05:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,55.5,88.8,8.5,9.2,True
2025-07-19 08:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,88.0,140.8,21.7,11.6,True
2025-07-19 11:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,42.1,67.4,16.2,7.6,True
2025-07-19 14:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,32.5,52.0,30.5,8.2,True
2025-07-19 17:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,57.3,91.6,17.4,10.9,True
2025-07-19 20:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,94.7,151.5,19.3,10.7,True
2025-07-19 23:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,30.9,49.5,23.6,4.1,True
2025-07-20 02:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,30.0,47.9,24.1,7.4,True
2025-07-20 05:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,62.2,99.5,11.7,14.4,True
2025-07-20 08:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,89.8,143.7,6.3,12.4,True
2025-07-20 11:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,53.6,85.8,27.0,6.2,True
2025-07-20 14:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,19.7,31.5,27.0,7.3,True
2025-07-20 17:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,23.2,37.2,13.8,11.9,True
2025-07-20 20:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,71.3,114.2,16.6,14.5,True
2025-07-20 23:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,46.9,75.1,13.8,-0.3,True
2025-07-21 02:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,25.8,41.2,25.3,18.6,True
2025-07-21 05:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,82.9,132.6,28.9,7.4,True
2025-07-21 08:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,69.7,111.5,11.0,14.2,True
2025-07-21 11:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,47.3,75.7,25.1,6.9,True
2025-07-21 14:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,21.7,34.7,26.2,2.6,True
2025-07-21 17:32:44.318710,Pune-Shivaji Nagar,Maharashtra,Pune,18.5,73.8,49.8,79.7,7.8,7.3,True
2025-07-18 17:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,37.4,59.9,19.5,11.4,True
2025-07-18 20:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,79.1,126.5,29.6,16.1,True
2025-07-18 23:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,40.6,64.9,1.5,17.2,True
2025-07-19 02:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,46.6,74.5,28.2,13.5,True
2025-07-19 05:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,51.2,81.9,31.7,10.4,True
2025-07-19 08:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,45.9,73.5,18.4,6.2,True
2025-07-19 11:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,36.5,58.5,28.1,6.8,True
2025-07-19 14:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,31.0,49.6,16.3,0.8,True
2025-07-19 17:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,70.1,112.1,6.4,4.0,True
2025-07-19 20:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,77.5,123.9,21.6,14.2,True
2025-07-19 23:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,60.9,97.4,4.2,10.7,True
2025-07-20 02:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,17.5,28.0,17.1,12.8,True
2025-07-20 05:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,48.9,78.2,24.0,14.8,True
2025-07-20 08:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,59.3,94.8,22.9,9.7,True
2025-07-20 11:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,59.7,95.6,27.5,2.3,True
2025-07-20 14:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,22.6,36.1,18.0,13.5,True
2025-07-20 17:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,42.4,67.8,12.0,10.8,True
2025-07-20 20:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,46.8,74.9,9.1,4.7,True
2025-07-20 23:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,28.4,45.5,20.3,7.4,True
2025-07-21 02:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,46.6,74.5,12.1,6.3,True
2025-07-21 05:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,38.2,61.1,27.2,8.8,True
2025-07-21 08:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,77.7,124.3,-0.7,5.9,True
2025-07-21 11:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,59.9,95.8,44.7,4.9,True
2025-07-21 14:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,26.4,42.3,6.3,7.4,True
2025-07-21 17:32:44.318710,Ahmedabad-Maninagar,Gujarat,Ahmedabad,23.0,72.6,54.7,87.5,25.2,4.4,True
