datetime,latitude,longitude,aod_550,aod_470,angstrom_exponent
2025-07-19 17:44:02.293211,8.5,72.0,0.373,0.411,0.93
2025-07-19 17:44:02.293211,8.5,72.5,0.381,0.42,1.39
2025-07-19 17:44:02.293211,8.5,73.0,0.132,0.146,1.15
2025-07-19 17:44:02.293211,8.5,73.5,0.252,0.277,1.25
2025-07-19 17:44:02.293211,8.5,74.0,0.41,0.451,1.17
2025-07-19 17:44:02.293211,8.5,74.5,0.194,0.213,0.91
2025-07-19 17:44:02.293211,8.5,75.0,0.436,0.479,1.09
2025-07-19 17:44:02.293211,8.5,75.5,0.262,0.288,0.89
2025-07-19 17:44:02.293211,8.5,76.0,0.317,0.349,1.33
2025-07-19 17:44:02.293211,8.5,76.5,0.219,0.241,1.38
2025-07-19 17:44:02.293211,8.5,77.0,0.169,0.186,1.45
2025-07-19 17:44:02.293211,8.5,77.5,0.328,0.36,1.54
2025-07-19 17:44:02.293211,8.5,78.0,0.405,0.446,1.17
2025-07-19 17:44:02.293211,8.5,78.5,0.254,0.28,0.94
2025-07-19 17:44:02.293211,8.5,79.0,0.195,0.215,1.22
2025-07-19 17:44:02.293211,8.5,79.5,0.305,0.335,1.26
2025-07-19 17:44:02.293211,8.5,80.0,0.348,0.382,1.07
2025-07-19 17:44:02.293211,8.5,80.5,0.492,0.541,1.27
2025-07-19 17:44:02.293211,8.5,81.0,0.448,0.493,0.81
2025-07-19 17:44:02.293211,8.5,81.5,0.335,0.368,1.59
2025-07-19 17:44:02.293211,8.5,82.0,0.435,0.479,1.17
2025-07-19 17:44:02.293211,8.5,82.5,0.05,0.055,1.03
2025-07-19 17:44:02.293211,8.5,83.0,0.349,0.384,1.09
2025-07-19 17:44:02.293211,8.5,83.5,0.267,0.294,1.33
2025-07-19 17:44:02.293211,8.5,84.0,0.191,0.21,1.36
2025-07-19 17:44:02.293211,8.5,84.5,0.372,0.409,0.98
2025-07-19 17:44:02.293211,8.5,85.0,0.142,0.156,0.8
2025-07-19 17:44:02.293211,8.5,85.5,0.227,0.25,1.09
2025-07-19 17:44:02.293211,8.5,86.0,0.23,0.253,1.4
2025-07-19 17:44:02.293211,8.5,86.5,0.377,0.415,1.43
2025-07-19 17:44:02.293211,8.5,87.0,0.383,0.421,1.27
2025-07-19 17:44:02.293211,8.5,87.5,0.27,0.297,1.68
2025-07-19 17:44:02.293211,8.5,88.0,0.263,0.289,1.35
2025-07-19 17:44:02.293211,8.5,88.5,0.214,0.235,1.03
2025-07-19 17:44:02.293211,8.5,89.0,0.414,0.455,1.43
2025-07-19 17:44:02.293211,8.5,89.5,0.367,0.404,1.21
2025-07-19 17:44:02.293211,8.5,90.0,0.285,0.313,1.12
2025-07-19 17:44:02.293211,8.5,90.5,0.244,0.268,1.23
2025-07-19 17:44:02.293211,8.5,91.0,0.214,0.236,1.75
2025-07-19 17:44:02.293211,8.5,91.5,0.505,0.556,1.59
2025-07-19 17:44:02.293211,8.5,92.0,0.279,0.307,1.09
2025-07-19 17:44:02.293211,8.5,92.5,0.387,0.426,1.04
2025-07-19 17:44:02.293211,8.5,93.0,0.2,0.22,1.36
2025-07-19 17:44:02.293211,8.5,93.5,0.27,0.297,1.15
2025-07-19 17:44:02.293211,8.5,94.0,0.357,0.393,1.01
2025-07-19 17:44:02.293211,8.5,94.5,0.454,0.5,1.21
2025-07-19 17:44:02.293211,8.5,95.0,0.391,0.43,1.46
2025-07-19 17:44:02.293211,8.5,95.5,0.29,0.319,1.13
2025-07-19 17:44:02.293211,8.5,96.0,0.352,0.387,1.27
2025-07-19 17:44:02.293211,8.5,96.5,0.409,0.45,1.19
2025-07-19 17:44:02.293211,8.5,97.0,0.271,0.298,1.14
2025-07-19 17:44:02.293211,9.0,68.0,0.337,0.371,1.33
2025-07-19 17:44:02.293211,9.0,68.5,0.253,0.278,1.05
2025-07-19 17:44:02.293211,9.0,69.0,0.331,0.364,1.47
2025-07-19 17:44:02.293211,9.0,69.5,0.32,0.352,1.15
2025-07-19 17:44:02.293211,9.0,70.0,0.332,0.365,1.36
2025-07-19 17:44:02.293211,9.0,70.5,0.244,0.269,1.21
2025-07-19 17:44:02.293211,9.0,71.0,0.238,0.262,1.4
2025-07-19 17:44:02.293211,9.0,71.5,0.311,0.342,1.15
2025-07-19 17:44:02.293211,9.0,72.0,0.457,0.503,1.18
2025-07-19 17:44:02.293211,9.0,72.5,0.185,0.203,1.57
2025-07-19 17:44:02.293211,9.0,73.0,0.285,0.314,1.34
2025-07-19 17:44:02.293211,9.0,73.5,0.36,0.396,1.18
2025-07-19 17:44:02.293211,9.0,74.0,0.295,0.325,1.45
2025-07-19 17:44:02.293211,9.0,74.5,0.096,0.106,1.45
2025-07-19 17:44:02.293211,9.0,75.0,0.316,0.347,1.48
2025-07-19 17:44:02.293211,9.0,75.5,0.342,0.376,1.52
2025-07-19 17:44:02.293211,9.0,76.0,0.151,0.166,1.34
2025-07-19 17:44:02.293211,9.0,76.5,0.367,0.404,1.6
2025-07-19 17:44:02.293211,9.0,77.0,0.234,0.257,1.12
2025-07-19 17:44:02.293211,9.0,77.5,0.186,0.204,1.45
2025-07-19 17:44:02.293211,9.0,78.0,0.196,0.215,1.39
2025-07-19 17:44:02.293211,9.0,78.5,0.327,0.36,1.38
2025-07-19 17:44:02.293211,9.0,79.0,0.291,0.32,1.34
2025-07-19 17:44:02.293211,9.0,79.5,0.141,0.156,0.84
2025-07-19 17:44:02.293211,9.0,80.0,0.05,0.055,0.97
2025-07-19 17:44:02.293211,9.0,80.5,0.285,0.314,1.17
2025-07-19 17:44:02.293211,9.0,81.0,0.305,0.336,1.38
2025-07-19 17:44:02.293211,9.0,81.5,0.334,0.367,1.16
2025-07-19 17:44:02.293211,9.0,82.0,0.247,0.271,1.36
2025-07-19 17:44:02.293211,9.0,82.5,0.518,0.569,1.17
2025-07-19 17:44:02.293211,9.0,83.0,0.293,0.323,1.11
2025-07-19 17:44:02.293211,9.0,83.5,0.196,0.216,1.57
2025-07-19 17:44:02.293211,9.0,84.0,0.36,0.396,1.34
